Date,Close/Last,Open,High,Low
12/13/2022,6744.98,6672.22,6823.10,6642.09
12/12/2022,6650.55,6647.90,6681.30,6634.97
12/09/2022,6677.64,6671.78,6680.09,6618.27
12/08/2022,6647.31,6677.00,6677.00,6677.00
12/07/2022,6660.59,6687.34,6696.65,6642.44
12/06/2022,6687.79,6677.49,6704.74,6656.93
12/05/2022,6696.96,6728.71,6738.97,6685.52
12/02/2022,6742.25,6728.86,6767.72,6689.76
12/01/2022,6753.97,6784.60,6791.31,6730.55
11/30/2022,6738.55,6706.67,6743.60,6678.75
11/29/2022,6668.97,6686.96,6695.86,6649.88
11/28/2022,6665.20,6675.37,6684.85,6641.30
11/25/2022,6712.48,6710.36,6725.00,6686.63
11/24/2022,6707.32,6683.44,6730.16,6679.80
11/23/2022,6679.09,6677.97,6682.03,6642.03
11/22/2022,6657.53,6643.70,6669.17,6615.58
11/21/2022,6634.45,6625.10,6649.76,6613.92
11/18/2022,6644.46,6620.58,6667.20,6601.56
11/17/2022,6576.12,6624.47,6634.73,6522.28
11/16/2022,6607.22,6647.40,6656.33,6587.20
11/15/2022,6641.66,6626.82,6684.09,6621.82
11/14/2022,6609.17,6622.42,6662.07,6603.56
11/11/2022,6594.62,6612.93,6636.81,6573.87
11/10/2022,6556.83,6396.59,6573.85,6381.42
11/09/2022,6430.57,6426.80,6446.50,6405.84
11/08/2022,6441.50,6391.75,6451.16,6378.32
11/07/2022,6416.61,6379.49,6442.41,6363.70
11/04/2022,6416.44,6291.39,6466.32,6288.38
11/03/2022,6243.28,6209.63,6245.69,6191.73
11/02/2022,6276.88,6351.31,6376.29,6273.55
11/01/2022,6328.25,6329.76,6383.70,6306.05
10/31/2022,6266.77,6279.70,6293.15,6244.08
10/28/2022,6273.05,6192.18,6278.77,6183.41
10/27/2022,6244.03,6253.85,6272.20,6194.33
10/26/2022,6276.31,6244.64,6282.75,6219.33
10/25/2022,6250.55,6172.65,6253.12,6135.38
10/24/2022,6131.36,6076.20,6175.62,6041.14
10/21/2022,6035.39,6021.58,6056.04,5952.88
10/20/2022,6086.90,6046.81,6103.50,6029.53
10/19/2022,6040.72,6092.77,6109.97,6040.72
10/18/2022,6067.00,6098.60,6139.78,6057.38
10/17/2022,6040.66,5949.65,6068.37,5910.39
10/14/2022,5931.92,5965.80,6044.75,5921.15
10/13/2022,5879.19,5792.54,5899.82,5704.87
10/12/2022,5818.47,5842.10,5872.49,5788.66
10/11/2022,5833.20,5796.83,5849.58,5770.48
10/10/2022,5840.55,5806.57,5883.85,5796.31
10/07/2022,5866.94,5911.96,5956.95,5855.66
10/06/2022,5936.42,6004.11,6018.47,5917.27
10/05/2022,5985.46,6006.12,6034.93,5953.55
10/04/2022,6039.69,5859.45,6039.69,5852.92
10/03/2022,5794.15,5697.47,5804.27,5654.44
09/30/2022,5762.34,5712.20,5770.78,5688.34
09/29/2022,5676.87,5746.29,5749.63,5628.42
09/28/2022,5765.01,5692.54,5773.08,5651.49
09/27/2022,5753.82,5809.82,5852.61,5753.82
09/26/2022,5769.39,5744.49,5828.05,5736.00
09/23/2022,5783.41,5906.18,5925.06,5765.65
09/22/2022,5918.50,5928.54,6022.39,5918.50
09/21/2022,6031.33,5928.50,6034.27,5915.57
09/20/2022,5979.47,6084.41,6118.25,5970.23
09/19/2022,6061.59,6049.00,6093.40,5974.72
09/16/2022,6077.30,6100.79,6114.36,6052.42
09/15/2022,6157.84,6212.21,6249.52,6143.36
09/14/2022,6222.41,6210.77,6249.29,6183.55
09/13/2022,6245.69,6360.31,6394.18,6245.69
09/12/2022,6333.59,6242.46,6352.45,6224.51
09/09/2022,6212.33,6140.87,6239.11,6136.25
09/08/2022,6125.90,6136.93,6143.29,6034.79
09/07/2022,6105.92,6059.64,6119.95,6045.27
09/06/2022,6104.61,6083.02,6138.22,6060.44
09/05/2022,6093.22,6048.22,6105.59,6018.02
09/02/2022,6167.51,6075.73,6178.29,6051.02
09/01/2022,6034.31,6068.34,6068.34,6068.34
08/31/2022,6125.10,6226.99,6230.90,6125.10
08/30/2022,6210.22,6243.08,6303.66,6182.63
08/29/2022,6222.28,6199.11,6232.25,6153.44
08/26/2022,6274.26,6420.75,6429.79,6252.59
08/25/2022,6381.56,6432.16,6440.69,6361.53
08/24/2022,6386.76,6332.43,6396.63,6319.70
08/23/2022,6362.02,6331.17,6402.22,6328.84
08/22/2022,6378.74,6448.81,6459.36,6352.97
08/19/2022,6495.83,6520.44,6549.13,6488.00
08/18/2022,6557.40,6530.58,6576.37,6519.57
08/17/2022,6528.32,6608.64,6608.64,6517.99
08/16/2022,6592.58,6580.99,6608.83,6568.58
08/15/2022,6569.95,6582.63,6586.96,6532.48
08/12/2022,6553.86,6553.24,6587.84,6539.75
08/11/2022,6544.67,6560.21,6562.32,6499.63
08/10/2022,6523.44,6467.10,6545.64,6453.79
08/09/2022,6490.00,6514.52,6530.35,6480.06
08/08/2022,6524.44,6510.45,6564.24,6503.27
08/05/2022,6472.35,6512.62,6523.03,6449.72
08/04/2022,6513.39,6476.72,6555.71,6475.05
08/03/2022,6472.06,6404.10,6475.54,6398.99
08/02/2022,6409.80,6424.68,6429.05,6381.43
08/01/2022,6436.86,6447.18,6484.08,6434.12
07/29/2022,6448.50,6413.10,6472.27,6397.91
07/28/2022,6339.21,6304.13,6339.21,6236.57
07/27/2022,6257.94,6206.25,6267.80,6199.93
07/26/2022,6211.45,6225.17,6243.86,6194.96
07/25/2022,6237.55,6198.83,6260.13,6177.14
07/22/2022,6216.82,6174.29,6247.35,6168.77
07/21/2022,6201.11,6160.37,6233.98,6143.06
07/20/2022,6184.66,6229.79,6245.47,6151.36
07/19/2022,6201.22,6031.60,6213.88,6028.79
07/18/2022,6091.91,6070.21,6136.02,6059.87
07/15/2022,6036.00,5935.28,6043.80,5901.38
07/14/2022,5915.41,5979.99,5997.31,5874.68
07/13/2022,6000.24,6015.53,6025.73,5922.94
07/12/2022,6044.20,5960.09,6053.33,5930.98
07/11/2022,5996.30,5923.83,6004.52,5909.73
07/08/2022,6033.13,6007.64,6053.17,5952.89
07/07/2022,6006.70,5985.09,6024.31,5967.98
07/06/2022,5912.38,5872.27,5927.50,5846.10
07/05/2022,5794.96,5979.20,5982.11,5786.50
07/04/2022,5954.65,5983.98,6002.07,5943.91
07/01/2022,5931.06,5875.60,5975.83,5857.34
06/30/2022,5922.86,5926.74,5931.55,5852.30
06/29/2022,6031.48,6021.69,6071.91,5995.75
06/28/2022,6086.02,6099.15,6141.94,6077.95
06/27/2022,6047.31,6105.20,6156.60,6030.61
06/24/2022,6073.35,5918.26,6085.99,5914.67
06/23/2022,5883.33,5880.30,5957.13,5830.87
06/22/2022,5916.63,5879.09,5938.46,5834.46
06/21/2022,5964.66,5943.52,6032.24,5943.08
06/20/2022,5920.09,5901.58,5920.09,5855.93
06/17/2022,5882.65,5906.86,5974.06,5870.64
06/16/2022,5886.24,6003.66,6018.10,5872.20
06/15/2022,6030.13,6022.84,6062.62,5972.31
06/14/2022,5949.84,6063.80,6075.37,5934.12
06/13/2022,6022.32,6088.05,6122.26,6006.28
06/10/2022,6187.23,6316.41,6325.89,6177.31
06/09/2022,6358.46,6412.58,6456.91,6342.99
06/08/2022,6448.63,6517.55,6523.92,6413.87
06/07/2022,6500.35,6523.16,6523.60,6459.92
06/06/2022,6548.78,6533.82,6593.15,6533.82
06/03/2022,6485.30,6545.00,6547.82,6473.74
06/02/2022,6500.44,6447.37,6506.60,6446.33
06/01/2022,6418.89,6509.19,6510.26,6414.22
05/31/2022,6468.80,6539.86,6543.42,6457.53
05/30/2022,6562.39,6547.86,6582.05,6536.77
05/27/2022,6515.75,6445.25,6519.73,6424.85
05/26/2022,6410.58,6301.49,6424.88,6298.45
05/25/2022,6298.64,6296.28,6319.29,6229.84
05/24/2022,6253.14,6282.32,6322.74,6243.84
05/23/2022,6358.74,6350.88,6358.74,6263.96
05/20/2022,6285.24,6305.46,6377.58,6264.84
05/19/2022,6272.71,6279.69,6288.99,6196.19
05/18/2022,6352.94,6440.30,6455.80,6342.67
05/17/2022,6430.19,6379.34,6448.33,6373.73
05/16/2022,6347.77,6315.68,6369.05,6286.02
05/13/2022,6362.68,6250.16,6363.24,6238.79
05/12/2022,6206.26,6130.69,6238.25,6098.22
05/11/2022,6269.73,6173.10,6269.73,6137.24
05/10/2022,6116.91,6151.52,6206.56,6116.91
05/09/2022,6086.02,6207.15,6260.85,6086.02
05/06/2022,6258.36,6318.66,6322.43,6213.64
05/05/2022,6368.40,6549.49,6558.91,6350.66
05/04/2022,6395.68,6482.26,6494.99,6395.68
05/03/2022,6476.18,6463.73,6507.13,6423.03
05/02/2022,6425.61,6469.31,6469.31,6469.31
04/29/2022,6533.77,6557.66,6601.15,6514.10
04/28/2022,6508.14,6520.53,6575.95,6435.75
04/27/2022,6445.26,6427.40,6474.96,6338.61
04/26/2022,6414.57,6520.01,6535.92,6412.49
04/25/2022,6449.38,6450.90,6512.26,6408.71
04/22/2022,6581.42,6618.69,6654.64,6572.87
04/21/2022,6715.10,6642.71,6757.75,6636.79
04/20/2022,6624.91,6557.96,6636.55,6542.21
04/19/2022,6534.79,6545.97,6566.80,6494.33
04/14/2022,6589.35,6557.66,6607.55,6541.90
04/13/2022,6542.14,6519.16,6563.96,6478.45
04/12/2022,6537.41,6454.25,6570.75,6424.97
04/11/2022,6555.81,6558.53,6614.96,6502.14
04/08/2022,6548.22,6540.20,6581.56,6494.63
04/07/2022,6461.68,6530.82,6582.34,6451.10
04/06/2022,6498.83,6634.83,6643.75,6442.44
04/05/2022,6645.51,6731.34,6743.62,6603.44
04/04/2022,6731.37,6709.60,6745.22,6641.61
04/01/2022,6684.31,6672.98,6708.56,6635.27
03/31/2022,6659.87,6759.42,6776.13,6658.74
03/30/2022,6741.59,6771.09,6781.49,6705.69
03/29/2022,6792.16,6675.15,6829.40,6658.78
03/28/2022,6589.11,6578.72,6683.70,6569.17
03/25/2022,6553.68,6569.45,6615.90,6538.80
03/24/2022,6555.77,6593.15,6636.58,6541.32
03/23/2022,6581.43,6674.68,6684.70,6559.31
03/22/2022,6659.41,6586.65,6666.84,6578.91
03/21/2022,6582.33,6608.79,6642.46,6574.07
03/18/2022,6620.24,6613.95,6620.24,6499.59
03/17/2022,6612.52,6617.23,6635.31,6530.79
03/16/2022,6588.64,6484.33,6680.00,6481.70
03/15/2022,6355.00,6294.72,6383.75,6206.05
03/14/2022,6369.94,6298.96,6421.08,6271.82
03/11/2022,6260.25,6233.12,6466.12,6165.41
03/10/2022,6207.20,6376.57,6380.77,6166.11
03/09/2022,6387.83,6131.28,6387.83,6122.80
03/08/2022,5962.96,5906.62,6169.60,5903.10
03/07/2022,5982.27,5887.83,6115.23,5756.38
03/04/2022,6061.66,6308.34,6321.09,6061.66
03/03/2022,6378.37,6488.25,6543.77,6361.60
03/02/2022,6498.02,6359.98,6544.15,6312.30
03/01/2022,6396.49,6646.16,6662.25,6396.49
02/28/2022,6658.83,6620.48,6684.54,6516.16
02/25/2022,6752.43,6571.95,6762.78,6521.56
02/24/2022,6521.05,6496.25,6617.09,6432.89
02/23/2022,6780.67,6801.66,6904.81,6768.38
02/22/2022,6787.60,6633.74,6834.77,6622.39
02/21/2022,6788.34,6984.31,6986.83,6744.13
02/18/2022,6929.63,6951.83,6995.62,6895.09
02/17/2022,6946.82,6999.13,7017.07,6905.69
02/16/2022,6964.98,7009.69,7031.93,6931.09
02/15/2022,6979.97,6830.74,6983.14,6823.45
02/14/2022,6852.20,6868.07,6879.59,6757.33
02/11/2022,7011.60,7025.50,7071.01,6992.09
02/10/2022,7101.55,7141.69,7169.63,7051.60
02/09/2022,7130.88,7086.34,7146.31,7080.64
02/08/2022,7028.41,7008.20,7085.64,6994.15
02/07/2022,7009.25,6987.17,7025.59,6929.71
02/04/2022,6951.38,7049.80,7066.44,6914.77
02/03/2022,7005.63,7115.30,7125.58,6995.41
02/02/2022,7115.27,7117.45,7150.54,7109.30
02/01/2022,7099.49,7052.30,7105.23,7035.91
01/31/2022,6999.20,7039.71,7043.86,6937.10
01/28/2022,6965.88,7043.43,7053.00,6846.22
01/27/2022,7023.80,6879.64,7053.45,6873.60
01/26/2022,6981.96,6901.74,7024.14,6899.40
01/25/2022,6837.96,6870.27,6890.54,6776.80
01/24/2022,6787.79,7014.84,7070.92,6754.24
01/21/2022,7068.59,7088.44,7122.06,7013.49
01/20/2022,7194.16,7190.02,7199.97,7123.62
01/19/2022,7172.98,7104.11,7211.24,7104.11
01/18/2022,7133.83,7172.43,7185.04,7098.19
01/17/2022,7201.64,7167.53,7213.70,7148.98
01/14/2022,7143.00,7132.59,7171.40,7119.01
01/13/2022,7201.14,7215.48,7227.35,7166.94
01/12/2022,7237.19,7235.47,7249.88,7183.38
01/11/2022,7183.38,7185.21,7227.71,7160.44
01/10/2022,7115.77,7245.21,7250.55,7105.55
01/07/2022,7219.48,7250.79,7269.65,7178.18
01/06/2022,7249.66,7264.00,7316.06,7240.88
01/05/2022,7376.37,7320.48,7384.86,7313.53
01/04/2022,7317.41,7273.57,7332.21,7250.24
01/03/2022,7217.22,7197.40,7245.66,7193.27
12/30/2021,7153.03,7153.66,7163.73,7139.60
12/29/2021,7161.52,7179.11,7201.65,7137.35
12/28/2021,7181.11,7141.85,7187.76,7140.63
12/27/2021,7140.39,7070.14,7149.14,7062.40
12/23/2021,7086.58,7091.60,7116.88,7086.58
12/22/2021,7051.67,6982.53,7051.67,6963.71
12/21/2021,6964.99,6935.66,6967.93,6888.52
12/20/2021,6870.10,6783.83,6872.75,6747.69
12/17/2021,6926.63,6982.07,7011.61,6884.91
12/16/2021,7005.07,7054.92,7054.92,6987.95
12/15/2021,6927.63,6923.52,6949.92,6904.94
12/14/2021,6895.31,6978.77,6993.30,6891.34
12/13/2021,6942.91,7004.76,7029.38,6929.13
12/10/2021,6991.68,6960.39,7025.88,6960.39
12/09/2021,7008.23,7035.93,7044.99,6983.33
12/08/2021,7014.57,7064.12,7104.06,7014.57
12/07/2021,7065.39,6934.68,7066.95,6934.33
12/06/2021,6865.78,6810.93,6888.07,6776.17
12/03/2021,6765.52,6860.73,6872.79,6730.63
12/02/2021,6795.75,6794.77,6850.37,6762.74
12/01/2021,6881.87,6774.80,6902.46,6750.65
11/30/2021,6721.16,6679.03,6780.88,6655.86
11/29/2021,6776.25,6831.41,6841.79,6760.31
11/26/2021,6739.73,6814.90,6861.15,6725.08
11/25/2021,7075.87,7067.61,7079.49,7047.86
11/24/2021,7042.23,7052.18,7089.11,6983.98
11/23/2021,7044.62,7064.38,7112.49,7002.56
11/22/2021,7105.00,7130.24,7143.60,7087.67
11/19/2021,7112.29,7172.72,7183.08,7068.43
11/18/2021,7141.98,7155.05,7181.55,7136.86
11/17/2021,7156.85,7149.30,7167.80,7147.01
11/16/2021,7152.60,7146.37,7164.27,7136.30
11/15/2021,7128.63,7090.96,7136.13,7087.88
11/12/2021,7091.40,7062.54,7097.46,7056.93
11/11/2021,7059.55,7038.84,7072.63,7032.35
11/10/2021,7045.16,7046.17,7053.27,7014.94
11/09/2021,7043.27,7023.58,7079.58,7016.73
11/08/2021,7047.48,7041.60,7067.10,7037.67
11/05/2021,7040.79,6983.80,7063.40,6983.80
11/04/2021,6987.79,6977.62,6993.01,6962.01
11/03/2021,6950.65,6919.47,6955.10,6917.75
11/02/2021,6927.03,6883.06,6933.35,6879.69
11/01/2021,6893.29,6870.28,6908.65,6859.44
10/29/2021,6830.34,6778.79,6830.34,6748.53
10/28/2021,6804.22,6750.78,6804.22,6750.78
10/27/2021,6753.52,6755.63,6771.19,6731.86
10/26/2021,6766.51,6723.06,6775.82,6711.21
10/25/2021,6712.87,6752.98,6752.98,6707.32
10/22/2021,6733.69,6720.92,6765.46,6716.15
10/21/2021,6686.17,6673.14,6699.21,6658.95
10/20/2021,6705.61,6636.61,6715.52,6636.61
10/19/2021,6669.85,6690.95,6692.14,6650.84
10/18/2021,6673.10,6697.29,6703.27,6642.16
10/15/2021,6727.52,6714.26,6746.81,6703.26
10/14/2021,6685.21,6651.18,6692.94,6618.79
10/13/2021,6597.38,6539.61,6606.36,6510.27
10/12/2021,6548.11,6495.15,6548.11,6491.58
10/11/2021,6570.54,6546.07,6574.22,6522.55
10/08/2021,6559.99,6609.51,6617.34,6559.99
10/07/2021,6600.19,6563.24,6616.53,6545.74
10/06/2021,6493.12,6509.60,6522.42,6421.64
10/05/2021,6576.28,6481.72,6577.29,6481.72
10/04/2021,6477.66,6484.90,6540.96,6452.78
10/01/2021,6517.69,6421.10,6535.46,6412.70
09/30/2021,6520.01,6615.99,6621.75,6509.23
09/29/2021,6560.80,6549.41,6590.81,6538.11
09/28/2021,6506.50,6634.72,6643.58,6491.42
09/27/2021,6650.91,6683.85,6688.76,6647.08
09/24/2021,6638.46,6675.73,6681.72,6625.43
09/23/2021,6701.98,6691.08,6718.80,6667.36
09/22/2021,6637.00,6612.10,6642.31,6595.93
09/21/2021,6552.73,6513.75,6570.13,6479.67
09/20/2021,6455.81,6450.39,6471.09,6389.62
09/17/2021,6570.19,6679.45,6697.08,6551.62
09/16/2021,6622.59,6613.71,6663.41,6612.16
09/15/2021,6583.62,6654.83,6659.27,6577.02
09/14/2021,6652.97,6672.19,6677.07,6613.52
09/13/2021,6676.93,6688.77,6722.00,6670.85
09/10/2021,6663.77,6707.33,6722.73,6651.06
09/09/2021,6684.72,6618.82,6708.33,6605.09
09/08/2021,6668.89,6688.84,6712.05,6628.98
09/07/2021,6726.07,6731.36,6749.14,6721.35
09/06/2021,6743.50,6704.35,6756.40,6700.45
09/03/2021,6689.99,6758.38,6758.92,6667.39
09/02/2021,6763.08,6753.18,6778.33,6747.17
09/01/2021,6758.69,6736.44,6784.66,6726.22
08/31/2021,6680.18,6692.85,6708.14,6650.90
08/30/2021,6687.30,6690.28,6697.52,6675.32
08/27/2021,6681.92,6658.27,6682.15,6644.68
08/26/2021,6666.03,6646.37,6673.94,6618.69
08/25/2021,6676.48,6683.18,6684.21,6667.25
08/24/2021,6664.31,6717.77,6718.00,6634.69
08/23/2021,6683.10,6699.32,6699.32,6657.14
08/20/2021,6626.11,6602.95,6633.19,6567.93
08/19/2021,6605.89,6665.12,6671.17,6560.74
08/18/2021,6770.11,6824.64,6828.33,6759.74
08/17/2021,6819.84,6812.42,6827.49,6789.11
08/16/2021,6838.77,6849.68,6863.74,6817.43
08/13/2021,6896.04,6888.48,6913.67,6883.50
08/12/2021,6882.47,6861.44,6891.29,6854.99
08/11/2021,6857.99,6840.28,6867.11,6821.21
08/10/2021,6820.21,6817.63,6833.12,6811.77
08/09/2021,6813.18,6818.54,6832.77,6806.98
08/06/2021,6816.96,6772.49,6832.94,6763.01
08/05/2021,6781.19,6750.86,6788.69,6740.94
08/04/2021,6746.23,6751.15,6766.61,6730.60
08/03/2021,6723.81,6692.60,6749.88,6688.12
08/02/2021,6675.90,6657.95,6690.80,6639.31
07/30/2021,6612.76,6608.16,6648.20,6596.99
07/29/2021,6633.77,6647.08,6671.12,6633.77
07/28/2021,6609.31,6547.47,6609.31,6530.74
07/27/2021,6531.92,6565.19,6578.04,6516.57
07/26/2021,6578.60,6532.01,6588.09,6517.05
07/23/2021,6568.82,6518.60,6574.86,6510.27
07/22/2021,6481.59,6498.31,6525.21,6474.05
07/21/2021,6464.48,6382.36,6471.65,6378.54
07/20/2021,6346.85,6325.16,6386.46,6304.85
07/19/2021,6295.97,6398.84,6405.36,6253.25
07/16/2021,6460.08,6524.95,6526.76,6418.25
07/15/2021,6493.36,6538.41,6554.79,6471.07
07/14/2021,6558.38,6533.80,6565.20,6530.91
07/13/2021,6558.47,6561.74,6569.37,6536.45
07/12/2021,6559.25,6525.11,6567.98,6479.54
07/09/2021,6529.42,6435.29,6532.56,6427.14
07/08/2021,6396.73,6479.40,6488.97,6348.64
07/07/2021,6527.72,6529.49,6529.49,6529.49
07/06/2021,6507.48,6551.00,6561.51,6483.20
07/05/2021,6567.54,6545.98,6582.87,6520.38
07/02/2021,6552.86,6572.00,6582.79,6540.12
07/01/2021,6553.82,6549.82,6588.14,6502.05
06/30/2021,6507.83,6562.17,6575.84,6474.43
06/29/2021,6567.43,6564.07,6599.88,6561.09
06/28/2021,6558.02,6611.99,6633.73,6556.88
06/25/2021,6622.87,6637.68,6641.90,6604.86
06/24/2021,6631.15,6576.07,6639.83,6572.81
06/23/2021,6551.07,6616.73,6619.02,6551.07
06/22/2021,6611.50,6609.98,6622.20,6583.50
06/21/2021,6602.54,6525.03,6607.99,6511.93
06/18/2021,6569.16,6657.23,6687.29,6560.12
06/17/2021,6666.26,6636.70,6674.37,6631.63
06/16/2021,6652.65,6657.52,6659.38,6632.36
06/15/2021,6639.52,6643.42,6655.66,6634.45
06/14/2021,6616.35,6625.55,6650.16,6599.27
06/11/2021,6600.66,6550.30,6607.61,6549.83
06/10/2021,6546.49,6574.59,6574.59,6526.23
06/09/2021,6563.45,6561.93,6570.82,6533.37
06/08/2021,6551.01,6545.69,6574.21,6540.71
06/07/2021,6543.56,6509.98,6560.39,6485.80
06/04/2021,6515.66,6514.27,6517.93,6497.39
06/03/2021,6507.92,6518.58,6522.23,6473.67
06/02/2021,6521.52,6489.90,6521.82,6482.10
06/01/2021,6489.40,6470.42,6521.57,6464.71
05/31/2021,6447.17,6483.32,6496.32,6441.76
05/28/2021,6484.11,6453.12,6493.72,6448.87
05/27/2021,6435.71,6379.83,6467.72,6379.83
05/26/2021,6391.60,6403.95,6413.72,6375.14
05/25/2021,6390.27,6416.61,6422.83,6390.27
05/21/2021,6408.49,6395.96,6408.49,6382.71
05/20/2021,6343.58,6296.25,6343.58,6267.55
05/19/2021,6262.55,6292.05,6310.49,6192.33
05/18/2021,6353.67,6406.18,6412.91,6343.55
05/17/2021,6367.35,6397.22,6410.21,6349.33
05/14/2021,6385.14,6335.82,6385.67,6301.19
05/13/2021,6288.33,6219.73,6303.70,6150.43
05/12/2021,6279.35,6259.63,6299.24,6233.96
05/11/2021,6267.39,6314.27,6324.31,6226.11
05/10/2021,6385.99,6395.38,6399.45,6367.04
05/07/2021,6385.51,6388.92,6390.04,6342.37
05/06/2021,6357.09,6348.90,6377.58,6321.72
05/05/2021,6339.47,6284.54,6339.47,6275.14
05/04/2021,6251.75,6319.49,6355.87,6238.79
05/03/2021,6307.90,6285.51,6314.92,6252.66
04/30/2021,6269.48,6316.32,6320.14,6268.86
04/29/2021,6302.57,6341.12,6352.36,6287.44
04/28/2021,6306.98,6293.21,6320.11,6283.62
04/27/2021,6273.76,6273.36,6282.52,6255.41
04/26/2021,6275.52,6256.04,6288.79,6240.99
04/23/2021,6257.94,6259.63,6280.81,6227.19
04/22/2021,6267.28,6230.21,6274.19,6225.59
04/21/2021,6210.55,6180.69,6227.04,6177.56
04/20/2021,6165.11,6281.10,6285.29,6154.03
04/19/2021,6296.69,6294.74,6319.08,6293.17
04/16/2021,6287.07,6229.65,6299.56,6229.30
04/15/2021,6234.14,6219.04,6244.23,6209.59
04/14/2021,6208.58,6214.49,6217.74,6195.82
04/13/2021,6184.10,6171.88,6193.24,6156.49
04/12/2021,6161.68,6167.32,6183.02,6151.52
04/09/2021,6169.41,6171.60,6188.48,6161.42
04/08/2021,6165.72,6153.36,6171.45,6146.22
04/07/2021,6130.66,6137.63,6154.38,6118.91
04/06/2021,6131.34,6155.22,6159.10,6125.74
04/01/2021,6102.96,6079.67,6106.12,6063.86
03/31/2021,6067.23,6085.02,6097.74,6060.24
03/30/2021,6088.04,6044.54,6095.08,6037.76
03/29/2021,6015.51,5995.00,6029.59,5985.36
03/26/2021,5988.81,5979.23,6002.95,5962.46
03/25/2021,5952.41,5911.04,5952.41,5886.00
03/24/2021,5947.29,5901.64,5948.67,5890.55
03/23/2021,5945.30,5943.31,5968.56,5921.83
03/22/2021,5968.48,5960.85,5987.23,5943.71
03/19/2021,5997.96,6021.13,6047.65,5983.61
03/18/2021,6062.79,6076.21,6082.92,6044.32
03/17/2021,6054.82,6048.31,6062.36,6037.25
03/16/2021,6055.43,6050.40,6061.19,6034.76
03/15/2021,6035.97,6069.09,6089.20,6018.55
03/12/2021,6046.55,6030.63,6046.55,6017.41
03/11/2021,6033.76,6004.16,6033.76,5995.41
03/10/2021,5990.55,5915.17,5993.63,5912.35
03/09/2021,5924.97,5903.26,5937.81,5895.33
03/08/2021,5902.99,5822.92,5912.50,5799.05
03/05/2021,5782.65,5794.48,5837.55,5755.60
03/04/2021,5830.65,5800.73,5844.69,5797.67
03/03/2021,5830.06,5841.20,5871.43,5788.66
03/02/2021,5809.73,5774.62,5835.74,5773.52
03/01/2021,5792.79,5770.89,5804.35,5765.80
02/26/2021,5703.22,5715.69,5768.03,5688.26
02/25/2021,5783.89,5824.72,5834.36,5783.89
02/24/2021,5797.98,5769.21,5804.14,5758.30
02/23/2021,5779.84,5781.24,5804.90,5721.92
02/22/2021,5767.44,5737.47,5776.64,5703.48
02/19/2021,5773.55,5737.19,5784.90,5733.84
02/18/2021,5728.33,5757.75,5779.01,5720.58
02/17/2021,5765.84,5762.01,5790.27,5752.85
02/16/2021,5786.53,5796.43,5797.92,5768.96
02/15/2021,5786.25,5732.30,5801.38,5722.16
02/12/2021,5703.67,5651.67,5705.02,5627.99
02/11/2021,5669.82,5684.94,5692.00,5656.80
02/10/2021,5670.80,5719.32,5719.32,5647.28
02/09/2021,5691.54,5703.53,5704.78,5674.43
02/08/2021,5686.03,5688.68,5714.28,5673.63
02/05/2021,5659.26,5638.74,5673.03,5627.84
02/04/2021,5608.54,5568.39,5613.95,5566.58
02/03/2021,5563.05,5610.59,5626.41,5554.09
02/02/2021,5563.11,5510.62,5574.77,5506.38
02/01/2021,5461.68,5441.43,5481.67,5429.78
01/29/2021,5399.21,5421.53,5474.80,5399.21
01/28/2021,5510.52,5407.74,5525.95,5379.22
01/27/2021,5459.62,5517.53,5545.45,5401.43
01/26/2021,5523.52,5473.25,5555.28,5464.37
01/25/2021,5472.36,5579.73,5584.40,5453.24
01/22/2021,5559.57,5568.88,5573.71,5511.44
01/21/2021,5590.79,5660.27,5665.98,5589.80
01/20/2021,5628.44,5615.41,5646.06,5602.49
01/19/2021,5598.61,5647.75,5655.22,5592.20
01/18/2021,5617.27,5592.28,5618.42,5577.42
01/15/2021,5611.69,5648.70,5656.45,5563.74
01/14/2021,5681.14,5662.17,5690.49,5656.75
01/13/2021,5662.67,5648.96,5679.07,5643.75
01/12/2021,5650.97,5672.20,5679.06,5636.75
01/11/2021,5662.43,5684.66,5704.09,5629.46
01/08/2021,5706.88,5711.58,5721.89,5676.15
01/07/2021,5669.85,5651.04,5689.28,5629.49
01/06/2021,5630.60,5601.01,5648.42,5553.39
01/05/2021,5564.60,5561.60,5603.66,5530.48
01/04/2021,5588.96,5614.04,5656.42,5567.97
12/30/2020,5551.41,5573.20,5598.93,5551.41
12/29/2020,5611.79,5610.13,5625.52,5603.74
12/28/2020,5588.38,5562.04,5601.00,5547.90
12/23/2020,5522.01,5542.49,5546.28,5517.01
12/22/2020,5466.86,5411.15,5477.87,5411.15
12/21/2020,5393.34,5392.55,5422.10,5306.58
12/18/2020,5527.84,5533.78,5581.96,5519.17
12/17/2020,5549.46,5578.79,5585.51,5547.59
12/16/2020,5547.68,5551.45,5589.76,5515.50
12/15/2020,5530.31,5521.79,5565.52,5517.06
12/14/2020,5527.84,5547.30,5577.18,5527.84
12/11/2020,5507.55,5528.14,5532.81,5466.56
12/10/2020,5549.65,5558.96,5572.80,5511.48
12/09/2020,5546.82,5590.19,5599.41,5545.94
12/08/2020,5560.67,5553.79,5574.57,5521.87
12/07/2020,5573.38,5594.50,5595.83,5535.42
12/04/2020,5609.15,5574.12,5616.62,5572.65
